Search Gene	Found FBGN	Found Gene	embryo 00-02hr	embryo 02-04hr	embryo 04-06hr	embryo 06-08hr	embryo 08-10hr	embryo 10-12hr	embryo 12-14hr	embryo 14-16hr	embryo 16-18hr	embryo 18-20hr	embryo 20-22hr	embryo 22-24hr	larva L1	larva L2	larva L3 12hr old	larva L3 puffstage 1-2	larva L3 puffstage 3-6	larva L3 puffstage 7-9	white prepupae new	white prepupae 12hr	white prepupae 24hr	pupae 2d postWPP	pupae 3d postWPP	pupae 4d postWPP	adult male 01day	adult male 05day	adult male 30day	adult female 01day	adult female 05day	adult female 30day
FBgn0039354	FBgn0039354	Lgr3	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039355	FBgn0039355	CG4730	16	20	6	5	8	6	6	4	4	2	5	5	1	1	1	2	3	4	5	6	6	4	3	2	3	5	4	3	8	8
FBgn0039356	FBgn0039356	CG5039	14	12	12	22	25	27	22	10	6	4	4	4	2	3	4	13	15	16	12	10	12	8	4	3	8	11	10	8	9	10
FBgn0039357	FBgn0039357	CG4743	13	9	14	12	12	17	17	14	15	13	13	13	15	17	12	4	5	6	6	5	7	11	13	7	7	8	7	8	10	13
FBgn0039358	FBgn0039358	CG5028	69	31	35	40	41	43	58	93	110	102	106	105	164	130	122	68	48	35	31	27	27	94	330	542	345	232	183	389	103	79
FBgn0039359	FBgn0039359	RpL27	1076	1664	1847	1785	2003	1853	1838	1365	1385	1563	1754	1737	1894	1948	1476	1211	1081	1143	1061	906	915	840	719	575	537	545	605	1083	1361	1332
FBgn0039360	FBgn0039360	CLS	18	9	16	22	23	27	23	23	27	29	29	28	26	23	21	24	24	25	17	29	27	35	39	38	41	47	45	25	17	18
FBgn0039366	FBgn0039366	CG17198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	3	5	8	11	10	7	13	16	15	0	0	0
FBgn0039367	FBgn0039367	CG17197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	3	5	8	11	10	7	13	16	15	0	0	0
FBgn0039368	FBgn0039368	CG17196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	4	7	11	13	12	6	13	16	13	0	0	0
FBgn0039369	FBgn0039369	CG17195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	3	7	9	15	16	10	21	22	18	0	0	0
FBgn0039370	FBgn0039370	CG4956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	4	5	7	5	3	7	8	7	0	0	0
FBgn0039371	FBgn0039371	CG4960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	4	6	8	9	7	14	15	18	0	0	0
FBgn0039373	FBgn0039373	CG5024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	9	7	15	25	30	34	29	60	67	69	0	0	0
FBgn0039374	FBgn0039374	CG17770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	13	11	21	32	44	46	35	74	90	86	0	0	0
FBgn0039376	FBgn0039376	CG14354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	5	4	8	13	13	10	8	16	24	20	0	0	0
FBgn0039378	FBgn0039378	alpha4GT2	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0
FBgn0039379	FBgn0039379	CG5886	48	27	22	22	26	40	44	30	29	19	6	7	12	16	16	14	18	22	22	31	50	76	72	31	49	63	59	14	31	32
FBgn0039380	FBgn0039380	CG5890	0	0	0	0	0	0	0	1	3	2	3	5	3	1	0	0	0	0	0	1	1	2	2	1	1	1	1	0	0	0
FBgn0039381	FBgn0039381	SppL	33	13	25	42	45	60	49	32	21	12	7	9	7	10	6	7	16	25	32	21	29	40	16	9	7	7	6	14	23	24
FBgn0039385	FBgn0039385	CG5913	56	18	11	17	15	14	15	13	8	5	6	5	11	11	11	12	17	18	20	20	26	21	11	9	11	16	19	21	38	38
FBgn0039386	FBgn0039386	CG5948	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	2	7	2	1	1	1	0	0	0
FBgn0039387	FBgn0039387	MCO3	0	0	0	0	0	0	1	7	7	1	0	0	0	15	3	0	0	0	0	0	0	1	85	1	0	0	1	0	0	0
FBgn0039395	FBgn0039395	CG14546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	3	6	9	11	13	9	19	24	22	0	0	0
FBgn0039396	FBgn0039396	CCAP-R	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	2	3	1	1	1	1	0	0	0
FBgn0039398	FBgn0039398	CG14540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	13	18	16	30	48	63	60	49	81	113	113	0	0	0
FBgn0039402	FBgn0039402	Vps2	31	16	23	31	32	46	28	18	19	25	25	26	20	20	21	34	48	62	65	53	45	29	22	19	23	25	26	23	28	31
FBgn0039403	FBgn0039403	Sld5	26	28	18	16	15	8	6	5	4	3	4	4	6	6	5	5	6	8	7	8	8	5	4	3	5	7	7	7	14	15
FBgn0039404	FBgn0039404	CG14543	16	7	15	22	20	22	19	16	12	8	14	11	45	26	18	9	10	12	11	13	15	14	9	8	11	15	16	22	26	30
FBgn0039405	FBgn0039405	CG14550	45	9	12	16	17	19	19	14	13	10	8	9	19	27	18	17	17	25	21	20	29	21	18	10	11	12	12	21	35	36
FBgn0039406	FBgn0039406	RpL34a	250	286	268	250	251	268	237	141	160	186	201	177	262	326	249	152	146	155	155	122	149	128	92	66	84	90	71	138	243	252
FBgn0039407	FBgn0039407	CG14544	12	11	18	17	15	13	8	5	3	2	4	3	17	9	5	4	5	6	5	5	4	2	1	2	1	1	1	11	17	17
FBgn0039408	FBgn0039408	CG14551	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	2	2	1	1	1	2	2	0	0	0
FBgn0039411	FBgn0039411	dysf	0	0	0	1	2	3	3	2	1	1	1	1	1	1	0	1	1	1	1	2	4	2	1	3	2	1	2	1	0	0
FBgn0039413	FBgn0039413	CG14556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	3	6	9	13	11	5	14	16	11	0	0	0
FBgn0039415	FBgn0039415	CG6142	0	0	0	0	0	1	1	0	6	18	2	3	0	4	3	1	1	1	0	13	4	2	16	11	1	1	0	1	1	1
FBgn0039417	FBgn0039417	CG6073	25	5	4	8	10	11	10	6	5	5	15	14	22	13	8	4	5	5	4	5	5	5	3	3	4	5	5	13	25	24
FBgn0039419	FBgn0039419	CG12290	2	1	0	1	1	3	4	7	13	11	10	13	6	3	4	2	3	2	20	10	4	3	6	13	7	8	8	6	5	4
FBgn0039420	FBgn0039420	CG6154	0	0	0	0	0	0	0	1	2	3	3	4	3	1	0	0	0	0	0	1	2	3	3	2	2	2	2	0	0	0
FBgn0039421	FBgn0039421	CG6036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	6	5	10	15	19	20	13	25	29	29	0	0	0
FBgn0039424	FBgn0039424	ppk15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
FBgn0039425	FBgn0039425	CG5432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	8	7	12	18	25	28	26	49	62	63	0	0	0
FBgn0039427	FBgn0039427	CG5447	39	57	43	44	48	45	44	26	31	24	28	31	14	13	10	11	15	21	22	21	23	22	17	12	10	9	9	15	30	28
FBgn0039428	FBgn0039428	CG14237	0	0	0	0	0	0	0	1	1	1	0	0	1	0	7	13	9	2	0	1	0	0	0	0	0	1	1	0	0	0
FBgn0039429	FBgn0039429	CG14238	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039430	FBgn0039430	CG5455	11	8	2	2	6	8	11	10	20	17	19	21	17	10	9	6	11	17	19	31	24	16	17	15	35	43	36	18	15	16
FBgn0039434	FBgn0039434	TwdlM	10	9	3	3	21	16	8	321	3431	10393	508	537	19	505	1737	8	2	0	0	2	0	13	0	1	0	0	0	0	0	0
FBgn0039435	FBgn0039435	TwdlP	0	0	0	0	1	1	1	5	54	390	180	143	94	18	262	14	1	0	0	0	1	1	1	6	1	1	1	0	0	0
FBgn0039436	FBgn0039436	TwdlB	3	3	1	1	7	4	3	76	924	3866	273	429	9	168	578	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0
FBgn0039437	FBgn0039437	TwdlL	3	2	1	1	5	4	3	76	976	2734	242	301	9	157	421	3	1	0	0	1	1	6	0	1	1	1	1	0	0	0
FBgn0039438	FBgn0039438	TwdlO	0	0	0	0	0	0	0	0	0	1	3	5	166	25	1085	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039439	FBgn0039439	TwdlK	0	0	0	0	0	0	0	1	7	17	0	1	1	15	810	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039440	FBgn0039440	TwdlJ	0	0	0	0	0	0	0	0	2	6	0	1	1	15	682	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039441	FBgn0039441	TwdlN	4	3	1	1	6	12	8	45	427	3638	2327	1984	419	85	651	6	3	0	0	2	1	8	0	0	0	0	0	0	0	0
FBgn0039443	FBgn0039443	TwdlS	0	0	0	0	0	0	0	0	2	1	0	0	0	15	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039444	FBgn0039444	TwdlD	6	3	2	2	10	13	12	246	2511	1952	35	48	5	223	48	1	2	2	2	4	6	14	8	12	12	16	21	0	0	0
FBgn0039448	FBgn0039448	TwdlQ	0	0	0	0	0	1	0	20	97	11	0	0	1	107	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FBgn0039449	FBgn0039449	CG6425	37	32	22	15	12	7	7	8	6	3	11	9	0	0	1	2	4	5	5	7	9	6	4	4	6	10	11	6	14	14
FBgn0039450	FBgn0039450	CG5484	60	27	34	51	48	56	49	35	23	16	13	12	29	43	32	25	29	34	37	25	36	37	23	19	27	33	38	30	42	43
FBgn0039451	FBgn0039451	CG6420	47	20	7	12	14	15	11	12	9	9	10	7	9	6	6	6	9	9	10	12	17	14	10	12	17	22	23	19	25	29
FBgn0039452	FBgn0039452	CG14245	0	0	0	0	0	0	0	0	0	1	5	5	28	18	40	5	4	4	6	13	12	2	1	18	116	97	84	38	27	14
FBgn0039453	FBgn0039453	CG6403	0	0	0	0	0	0	0	1	6	58	300	275	423	357	164	232	105	53	9	3	1	1	0	0	2	4	7	5	3	7
FBgn0039454	FBgn0039454	CG14247	0	0	0	0	1	1	1	2	2	4	5	7	3	2	2	5	3	2	1	1	0	0	0	0	0	0	0	0	0	0
FBgn0039459	FBgn0039459	IntS12	44	17	10	10	9	8	5	6	4	3	2	2	6	4	3	4	4	5	6	6	5	3	2	2	2	3	3	13	18	21
FBgn0039461	FBgn0039461	CG5500	37	11	16	18	18	26	13	11	9	13	10	9	7	8	8	9	11	12	12	10	12	15	16	24	38	46	36	18	21	25
FBgn0039462	FBgn0039462	CG14252	1	7	9	9	7	5	8	2	2	2	2	3	2	1	2	3	4	6	6	7	9	8	5	2	5	7	5	1	3	2
FBgn0039463	FBgn0039463	CG18472	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	6	8	7	13	18	18	15	6	15	23	14	0	0	0
FBgn0039464	FBgn0039464	CG6330	16	15	24	47	35	34	20	42	54	56	93	91	67	24	52	24	11	7	10	42	36	28	30	29	29	29	29	25	18	20
FBgn0039465	FBgn0039465	Tsp97E	39	60	50	37	34	28	33	29	24	17	24	28	14	11	11	7	13	32	49	33	26	23	15	14	14	14	14	15	24	23
FBgn0039466	FBgn0039466	CG5521	20	5	10	9	10	11	16	17	17	15	8	9	7	7	5	3	7	9	10	11	13	12	6	4	6	6	6	10	17	17
FBgn0039467	FBgn0039467	CG14253	6	5	3	2	6	13	11	8	21	56	66	84	19	10	10	8	9	26	38	8	4	4	4	11	6	6	6	5	5	4
FBgn0039469	FBgn0039469	TwdlC	1	1	0	0	2	1	2	54	411	637	11	14	2	49	67	1	0	0	0	3	4	2	0	0	0	0	0	0	0	0
FBgn0039471	FBgn0039471	CG6295	0	0	0	1	0	0	0	0	0	0	2	2	159	148	180	156	114	39	4	0	0	0	0	1	376	468	474	420	277	316
FBgn0039472	FBgn0039472	CG17192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	54	24	68	48	61
FBgn0039473	FBgn0039473	CG17191	0	0	0	0	0	1	0	0	0	2	9	12	13	10	22	10	16	16	6	0	0	0	0	4	1	0	0	1	0	1
FBgn0039474	FBgn0039474	CG6283	0	0	0	0	0	0	0	0	0	2	6	5	144	81	449	211	452	371	92	1	0	0	0	9	127	190	125	93	48	33
FBgn0039475	FBgn0039475	CG6277	0	0	0	0	0	0	0	0	1	29	90	106	23	2	77	131	310	341	139	0	0	0	0	11	177	121	85	133	50	28
FBgn0039476	FBgn0039476	CG6271	0	0	0	0	0	0	0	0	0	0	1	0	15	1	69	47	123	119	18	0	0	0	0	0	1	0	0	0	0	0
FBgn0039478	FBgn0039478	Nep5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	3	5	8	0	0	0
FBgn0039479	FBgn0039479	CG14257	0	0	0	1	1	1	4	68	95	22	1	2	1	36	10	1	1	3	4	5	4	134	51	11	1	1	1	14	1	0
FBgn0039480	FBgn0039480	Cpr97Ea	0	0	0	0	0	0	0	7	33	35	6	5	3	6	11	4	2	4	11	366	82	54	234	40	58	1	0	42	0	0
FBgn0039481	FBgn0039481	Cpr97Eb	0	0	0	0	0	0	0	4	13	15	3	4	5	0	18	5	2	1	2	593	43	58	898	420	110	5	2	78	1	1
FBgn0039482	FBgn0039482	CG14258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	181	96	17	1	2	0	0	1	1	1	0	0	0	0	0
FBgn0039483	FBgn0039483	CG14259	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	76	33	12	5	2	5	2	1
FBgn0039485	FBgn0039485	CG17189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	10	8	6	5	4	2
FBgn0039486	FBgn0039486	caix	0	0	0	0	0	0	0	0	1	3	32	26	52	20	45	28	8	2	1	5	1	1	3	31	24	24	24	32	11	9
FBgn0039487	FBgn0039487	gb	20	23	38	32	31	26	25	14	9	5	6	7	9	6	11	13	13	16	16	17	26	17	9	3	7	9	8	10	19	18
FBgn0039488	FBgn0039488	CG6066	30	44	31	23	19	13	13	9	9	4	14	12	4	5	3	4	6	6	6	7	8	4	2	2	2	3	3	6	16	16
FBgn0039489	FBgn0039489	CG5880	17	22	7	3	5	6	7	5	4	2	4	4	3	3	3	2	3	3	3	3	3	3	2	2	2	2	2	4	9	9
FBgn0039490	FBgn0039490	CG5882	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039491	FBgn0039491	CG6059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	5	5	10	17	19	20	19	29	39	41	0	0	0
FBgn0039492	FBgn0039492	CG6051	75	57	27	36	42	36	33	62	66	52	53	39	11	9	10	9	22	42	62	57	33	31	22	89	28	36	46	37	43	46
FBgn0039494	FBgn0039494	grass	0	0	0	1	3	13	8	6	3	6	19	14	21	8	24	25	24	23	30	127	84	51	21	50	27	20	23	25	6	6
FBgn0039495	FBgn0039495	CG5909	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	11	3	3	1	7	9	9	10	6	3	2
FBgn0039498	FBgn0039498	CG17991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	10	8	16	25	36	33	20	39	48	45	0	0	0
FBgn0039500	FBgn0039500	CG5984	0	0	0	1	2	10	7	7	6	6	2	2	2	1	3	1	1	1	1	0	1	2	1	4	2	2	2	2	0	0
FBgn0039501	FBgn0039501	CG5987	0	5	7	5	3	2	2	1	1	1	1	1	1	1	1	5	12	14	14	31	48	55	50	53	75	104	118	1	1	0
FBgn0039503	FBgn0039503	CG14262	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	3	3	5	9	12	12	12	25	32	32	0	0	0
FBgn0039504	FBgn0039504	CG14260	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	3	3	3	6	8	9	10	11	21	25	27	0	0	0
FBgn0039505	FBgn0039505	CG5934	41	47	50	42	50	43	44	32	29	22	24	24	15	14	11	14	19	23	26	29	35	34	25	16	16	16	16	13	20	21
FBgn0039507	FBgn0039507	mrt	25	15	13	25	22	37	37	42	38	37	31	31	28	13	13	12	15	13	13	26	23	14	13	17	15	19	24	24	22	23
FBgn0039508	FBgn0039508	CG3368	23	4	9	14	15	18	16	11	8	6	5	5	13	10	9	8	9	9	9	12	14	10	5	5	5	6	6	14	21	22
FBgn0039509	FBgn0039509	bigmax	31	27	37	40	35	36	22	20	32	75	104	95	41	23	23	35	41	31	20	56	29	25	16	30	27	27	32	38	28	32
FBgn0039510	FBgn0039510	CG3339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0
FBgn0039511	FBgn0039511	CG3330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	18	25	23	38	58	84	89	60	144	175	144	0	0	0
FBgn0039519	FBgn0039519	Cyp6a18	0	0	0	0	0	0	0	0	1	1	1	1	2	1	5	6	6	4	0	0	1	0	3	3	5	6	7	2	2	2
FBgn0039520	FBgn0039520	Gr98a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	3	1	0	1
FBgn0039521	FBgn0039521	CG5402	0	0	0	0	0	2	2	3	34	34	11	13	1	2	26	3	2	1	0	3	1	1	0	17	74	128	90	0	0	0
FBgn0039522	FBgn0039522	CG13972	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039523	FBgn0039523	CG12885	0	2	7	22	18	12	5	1	1	2	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
FBgn0039525	FBgn0039525	CG5646	2	1	0	0	0	0	0	0	0	1	0	1	1	1	3	3	2	2	2	2	2	2	2	136	22	19	24	19	8	8
FBgn0039527	FBgn0039527	CG5639	0	0	0	0	1	1	5	61	36	22	5	6	3	34	12	5	4	3	6	3	1	121	49	10	7	7	6	3	1	1
FBgn0039528	FBgn0039528	dsd	40	20	18	17	16	17	25	22	11	9	10	8	9	9	5	4	9	12	13	15	18	21	8	11	13	14	15	23	25	27
FBgn0039529	FBgn0039529	CG5612	0	0	0	0	0	0	0	0	1	3	2	3	5	7	11	10	14	26	15	4	4	11	12	13	47	81	110	11	8	11
FBgn0039530	FBgn0039530	Tusp	0	0	0	1	1	3	6	12	18	22	10	10	7	2	1	1	1	2	2	4	5	4	4	22	4	5	5	3	3	3
FBgn0039531	FBgn0039531	CG5611	11	2	8	15	14	14	13	8	7	5	4	5	5	6	5	7	8	10	11	10	10	11	9	4	8	7	6	7	9	9
FBgn0039532	FBgn0039532	Mtl	46	45	27	29	36	34	37	21	18	7	13	14	8	10	8	8	13	27	54	36	29	24	16	16	22	27	26	13	27	25
FBgn0039536	FBgn0039536	unc80	0	0	0	0	0	0	1	7	10	13	12	12	13	4	2	1	1	1	0	1	2	9	10	7	9	10	10	4	1	1
FBgn0039537	FBgn0039537	CG5590	88	25	38	46	39	50	48	82	49	39	33	30	84	110	106	99	84	80	70	56	68	74	47	54	65	73	76	79	75	85
FBgn0039538	FBgn0039538	CG12883	40	3	5	5	4	5	5	5	6	7	4	4	7	7	15	11	7	7	10	7	7	7	4	9	6	6	8	14	25	27
FBgn0039543	FBgn0039543	CG12428	30	33	12	15	16	15	15	16	12	7	11	10	9	8	7	30	29	18	11	9	12	9	6	9	15	17	19	18	21	25
FBgn0039544	FBgn0039544	CG12877	46	48	23	22	21	13	14	15	13	6	25	18	4	3	4	5	6	6	6	8	9	6	4	5	5	7	9	18	27	30
FBgn0039552	FBgn0039552	CG12426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	3	5	8	9	8	10	12	19	20	0	0	0
FBgn0039554	FBgn0039554	CG5003	56	65	30	31	29	21	20	18	15	10	23	17	9	8	7	10	13	15	15	14	16	11	6	6	8	10	10	18	28	29
FBgn0039555	FBgn0039555	mRpS22	57	63	61	76	87	126	78	97	78	76	66	57	91	84	68	29	27	27	26	27	35	51	58	39	33	34	40	55	48	52
FBgn0039557	FBgn0039557	CG12259	26	34	36	34	28	26	20	15	13	10	11	11	11	10	6	7	10	11	14	12	14	10	6	5	7	8	8	11	16	17
FBgn0039558	FBgn0039558	BCAS2	59	92	68	54	45	36	25	21	12	9	10	8	12	14	12	13	17	17	17	18	23	13	6	6	7	8	9	18	29	34
FBgn0039559	FBgn0039559	Mes-4	111	33	73	50	31	18	12	10	10	10	5	5	8	6	5	6	10	11	11	17	18	10	6	7	7	12	12	27	52	57
FBgn0039560	FBgn0039560	CG5514	41	59	54	46	46	28	27	28	21	16	20	18	13	8	8	10	16	16	16	19	28	22	15	15	23	34	41	18	23	26
FBgn0039561	FBgn0039561	mfrn	45	9	11	15	16	21	20	21	22	22	20	20	33	21	20	14	19	20	25	38	46	57	60	65	60	73	78	50	40	46
FBgn0039562	FBgn0039562	Gp93	221	342	369	420	451	492	336	215	150	130	89	78	194	305	276	155	193	192	275	237	273	178	65	84	170	187	196	127	161	170
FBgn0039563	FBgn0039563	CG4951	65	19	31	26	15	9	6	6	5	4	2	2	5	8	6	7	10	11	10	13	12	9	8	5	6	8	8	17	36	41
FBgn0039564	FBgn0039564	CG5527	0	2	1	0	0	0	0	5	17	18	8	6	14	14	21	3	1	0	0	0	1	4	5	2	4	4	6	3	3	4
FBgn0039565	FBgn0039565	CG4884	33	11	11	10	8	7	8	4	4	3	4	4	7	7	5	4	5	6	5	5	7	7	6	3	5	5	4	9	23	24
FBgn0039566	FBgn0039566	CG4849	36	71	83	43	30	19	17	13	8	4	4	5	13	13	9	8	11	12	11	12	14	6	2	4	4	5	6	18	25	25
FBgn0039568	FBgn0039568	CG4815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	4	5	5	3	7	9	8	0	0	0
FBgn0039576	FBgn0039576	UQCR-14L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	10	8	18	25	32	32	34	47	61	75	0	0	0
FBgn0039577	FBgn0039577	CG12516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	4	8	12	18	17	9	19	20	19	0	0	0
FBgn0039580	FBgn0039580	Gfat2	36	26	29	46	53	79	49	55	42	40	29	30	56	53	48	44	45	39	43	31	43	26	15	24	33	34	45	44	46	48
FBgn0039584	FBgn0039584	beat-VI	0	0	0	0	0	0	1	4	7	8	9	9	8	2	1	0	1	1	2	3	4	7	5	3	2	2	2	1	0	0
FBgn0039588	FBgn0039588	CG12413	8	5	6	5	6	7	6	6	5	5	4	5	6	7	5	2	2	2	3	3	4	6	5	2	3	3	3	4	6	7
FBgn0039589	FBgn0039589	CG9986	45	7	8	10	10	8	8	5	4	3	2	3	5	4	3	4	6	8	9	10	11	8	5	3	5	6	6	15	30	31
FBgn0039590	FBgn0039590	CG10011	9	13	27	22	18	11	19	18	12	8	5	6	6	3	2	2	6	8	13	14	17	13	9	4	7	8	8	5	4	5
FBgn0039592	FBgn0039592	CG14062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	105	28	4	2	0	0	0	0	0	0	0	0
FBgn0039593	FBgn0039593	Sid	0	0	1	3	9	13	14	4	3	3	9	8	6	3	5	9	41	110	175	80	56	65	17	6	8	3	6	5	2	6
FBgn0039594	FBgn0039594	CG9990	0	0	0	0	1	4	4	36	171	118	20	22	12	28	21	6	8	9	9	60	15	11	36	38	34	34	33	20	12	11
FBgn0039595	FBgn0039595	AstA-R2	0	0	0	0	0	0	0	1	3	8	15	14	15	6	3	5	11	17	11	8	6	2	2	3	4	5	5	3	1	1
FBgn0039596	FBgn0039596	CG10000	0	0	0	0	0	0	0	1	4	10	7	8	4	2	2	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0
FBgn0039597	FBgn0039597	CG9997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	72	87	105	0	0	0
FBgn0039598	FBgn0039598	aqrs	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	43	59	49	0	0	0
FBgn0039599	FBgn0039599	intr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	21	25	0	0	0
FBgn0039600	FBgn0039600	CG1646	22	65	101	64	48	34	33	24	20	16	25	22	20	15	13	12	19	20	20	23	34	24	14	11	13	17	20	17	20	20
FBgn0039601	FBgn0039601	CG1523	41	52	36	36	36	33	24	24	16	10	14	12	10	9	8	8	11	13	15	18	20	17	9	7	9	11	13	16	20	22
FBgn0039602	FBgn0039602	CG1647	16	17	12	10	11	7	10	6	5	3	9	9	2	2	2	2	4	5	6	6	7	5	3	2	3	4	4	4	8	8
FBgn0039609	FBgn0039609	CG14529	0	0	0	0	1	1	1	1	1	3	11	10	7	7	16	2	0	0	0	1	1	2	3	8	4	3	4	2	1	1
FBgn0039611	FBgn0039611	CG14528	0	0	1	5	12	25	19	12	14	22	32	29	14	15	21	15	10	6	5	7	4	5	4	20	8	6	4	4	3	4
FBgn0039612	FBgn0039612	CG14523	0	1	1	5	10	26	25	17	17	21	17	20	14	10	10	4	3	5	11	24	14	14	9	4	7	6	5	5	2	2
FBgn0039613	FBgn0039613	CG14527	0	0	0	1	3	5	5	4	4	4	6	5	6	8	14	5	2	0	0	0	0	0	1	0	0	0	0	0	0	0
FBgn0039616	FBgn0039616	CG11828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	18	22	21	0	0	0
FBgn0039617	FBgn0039617	DIP-gamma	0	0	0	0	0	0	0	2	5	8	6	7	7	2	0	0	1	1	1	3	5	7	5	2	2	2	3	1	0	0
FBgn0039620	FBgn0039620	wat	0	1	1	0	1	3	11	31	74	53	14	16	10	33	25	12	29	45	14	42	15	9	61	46	46	51	56	33	16	13
FBgn0039621	FBgn0039621	CG14518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0039623	FBgn0039623	CG1951	38	21	19	15	15	11	14	11	11	8	11	10	7	5	5	6	9	12	14	15	13	11	7	5	6	8	8	14	26	25
FBgn0039625	FBgn0039625	beta4GalNAcTB	51	32	39	20	16	12	7	8	6	5	5	6	13	13	13	15	14	15	13	13	14	10	9	13	9	11	12	25	31	35
FBgn0039626	FBgn0039626	Slu7	26	43	41	34	29	21	25	14	13	11	14	13	8	9	6	7	9	10	11	12	14	11	7	6	7	9	8	9	16	17
FBgn0039627	FBgn0039627	CG11837	29	18	28	29	31	23	21	12	8	5	17	14	34	16	9	6	6	7	5	6	5	5	3	4	3	4	3	17	27	27
FBgn0039628	FBgn0039628	CG11841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	1	0	1	0	35	52	69	95	28	18	19
FBgn0039629	FBgn0039629	CG11842	0	0	0	0	0	0	0	0	1	1	1	1	1	1	2	1	1	1	0	0	1	1	0	22	27	20	31	19	6	12
