Search Gene	Found FBGN	Found Gene	extended cold, 4-day adult	cold shock, 4-day adult	heat shock, 4-day adult	Cadmium 50 mM 6 hrs, larvae L3	Cadmium 50 mM 12 hrs, larvae L3	Cadmium 50 mM 48 hrs, 4-day adult	Cadmium 100 mM 48 hrs, 4-day adult	Copper 0.5 mM 12 hrs, larvae L3	Copper 15 mM 48 hrs, 4-day adult	Zinc 5 mM 12 hrs, larvae L3	Zinc 4.5 mM 48 hrs, 4-day adult	Ethanol 2.5% 3 hrs, larvae L3	Ethanol 5% 3 hrs, larvae L3	Ethanol 10% 3 hrs, larvae L3	Caffeine 1.5 mg/ml 4 hrs, larvae L3	Caffeine 2.5 mg/ml 48 hrs, 4-day adult	Caffeine 25 mg/ml 48 hrs, 4-day adult	Paraquat 5 mM 48 hrs, 4-day adult	Paraquat 10 mM 48 hrs, 4-day adult	Rotenone 2 µg 12 hrs, larvae L3	Rotenone 8 µg 12 hrs, larvae L3	Rotenone starved, 10-day adult	Sindbis virus, larval stage	Sindbis virus, pupal stage	Sindbis virus, 4-day adult male	Sindbis virus, 4-day adult female	Resveratrol 100uM, 10-day adult
FBgn0000635	FBgn0000635	Fas2	7	7	7	6	11	7	5	6	8	6	9	5	8	7	8	5	4	7	10	7	6	8	18	43	14	15	17
FBgn0000639	FBgn0000639	Fbp1	14740	21129	78	713	2799	48	0	1768	1619	4561	3161	6	178	273	597	0	13169	1	11	470	68	12	191	4877	373	121	1
FBgn0000640	FBgn0000640	Fbp2	12051	15158	2022	5175	8952	1243	0	8129	1391	9174	2877	10	3700	4912	3736	0	9810	1	10	3250	2500	15	83	3439	1205	72	1
FBgn0000644	FBgn0000644	Fcp3C	9	14	48	0	0	1	1	0	1	0	2	31	1	0	0	1	7	3	1	0	1	4	1	2	0	48	3
FBgn0000658	FBgn0000658	fj	0	1	2	5	5	2	1	2	1	2	1	1	3	3	5	1	1	0	1	4	4	4	2	17	4	2	1
FBgn0000659	FBgn0000659	fkh	12	13	7	10	8	8	6	13	12	15	24	5	7	6	9	6	10	8	10	6	6	5	3	5	2	3	8
FBgn0000662	FBgn0000662	fl(2)d	35	27	27	14	15	37	54	16	36	19	26	50	11	14	10	59	27	47	38	12	11	19	14	27	14	28	32
FBgn0000667	FBgn0000667	Actn	84	59	212	273	108	223	74	388	58	308	89	96	240	287	287	69	80	88	118	177	329	29	313	44	187	196	72
FBgn0000709	FBgn0000709	fliI	9	6	12	6	4	13	19	4	12	4	7	23	6	6	5	16	10	15	16	6	6	5	3	6	7	6	7
FBgn0000711	FBgn0000711	flw	5	3	10	6	9	11	15	4	18	3	16	14	9	8	8	15	6	14	14	9	5	8	15	15	8	14	15
FBgn0000715	FBgn0000715	FMRFa	2	1	1	1	1	2	3	0	1	1	4	3	2	1	1	2	2	2	4	1	1	9	6	1	2	4	10
FBgn0000719	FBgn0000719	fog	6	5	7	2	4	7	12	2	9	3	6	11	2	2	2	11	6	12	10	1	2	7	6	12	5	14	13
FBgn0000721	FBgn0000721	for	31	24	35	15	12	37	55	15	32	15	24	61	10	11	9	49	30	43	47	11	12	33	32	35	18	45	79
FBgn0000723	FBgn0000723	FER	6	3	7	6	7	10	11	4	11	4	11	11	8	6	8	8	5	9	17	6	6	15	25	26	16	18	23
FBgn0000808	FBgn0000808	gd	0	1	1	0	0	1	2	0	1	0	1	3	0	0	0	3	1	2	1	0	0	4	0	1	0	3	2
FBgn0000810	FBgn0000810	fs(1)K10	16	13	16	5	6	19	35	6	35	6	22	21	5	4	5	37	18	28	22	6	3	4	2	4	2	6	6
FBgn0000826	FBgn0000826	png	14	13	25	1	1	26	54	1	11	0	4	71	0	1	1	47	16	36	40	1	1	14	1	2	1	38	35
FBgn0000927	FBgn0000927	fs(1)Ya	32	17	42	0	0	33	71	0	15	0	7	101	0	0	0	66	24	59	55	0	0	26	2	0	0	123	107
FBgn0000964	FBgn0000964	tj	8	8	7	1	0	2	6	0	9	0	16	7	0	0	0	8	6	13	13	0	0	4	0	0	0	5	4
FBgn0000996	FBgn0000996	dup	29	19	54	9	9	68	144	10	84	5	27	121	6	9	7	121	41	99	69	9	9	10	2	5	3	20	15
FBgn0001075	FBgn0001075	ft	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	6	5	31	4	2	2
FBgn0001077	FBgn0001077	ftz	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
FBgn0001078	FBgn0001078	ftz-f1	11	8	13	2	1	13	25	2	18	1	10	25	2	2	2	22	12	20	19	2	1	7	6	26	5	12	17
FBgn0001079	FBgn0001079	fu	6	4	7	2	2	7	16	2	4	2	2	20	3	2	3	10	4	13	12	2	3	8	6	10	4	13	22
FBgn0001083	FBgn0001083	fw	2	1	2	5	3	2	0	4	0	3	0	0	3	3	3	0	1	0	1	3	3	4	8	22	9	4	1
FBgn0001084	FBgn0001084	fy	0	0	2	2	3	3	4	0	0	1	0	5	1	2	1	3	1	3	3	2	2	7	3	13	3	6	7
FBgn0001085	FBgn0001085	fz	1	1	5	1	5	5	11	0	12	0	3	10	2	1	2	9	3	8	6	2	1	5	3	20	3	10	8
FBgn0001086	FBgn0001086	fzy	8	7	21	9	11	25	46	3	25	3	8	55	5	6	5	46	13	41	31	8	5	11	5	16	4	25	18
FBgn0001087	FBgn0001087	g	32	20	23	10	9	30	55	20	48	15	28	42	11	10	12	48	29	41	32	8	8	9	7	12	8	15	16
FBgn0001089	FBgn0001089	Gal	12	12	7	16	34	6	2	14	1	8	5	4	5	9	10	3	7	9	12	8	8	11	43	228	50	26	8
FBgn0001090	FBgn0001090	bnb	221	228	55	56	71	53	51	153	124	188	213	31	43	56	36	84	253	91	69	42	34	6	10	200	6	7	8
FBgn0001091	FBgn0001091	Gapdh1	285	178	910	1228	865	720	287	942	95	583	184	629	925	1532	1062	239	244	488	643	1222	1542	255	2759	356	1589	2233	671
FBgn0001092	FBgn0001092	Gapdh2	343	244	1419	1569	1709	1253	794	1346	353	876	255	949	2093	2432	1548	658	297	762	997	1925	1864	381	1636	381	1658	1712	1007
FBgn0001098	FBgn0001098	Gdh	129	92	434	688	217	473	138	376	50	273	87	219	431	563	422	153	103	200	209	650	1053	79	165	56	428	137	221
FBgn0001099	FBgn0001099	gdl	8	10	23	7	23	34	67	4	105	4	112	34	11	6	12	49	20	70	47	10	3	4	19	16	3	4	3
FBgn0001104	FBgn0001104	Galphai	16	11	29	15	24	25	48	7	26	9	14	51	16	14	12	43	16	41	35	19	12	16	11	35	28	32	26
FBgn0001105	FBgn0001105	Gbeta13F	23	18	26	19	35	34	48	22	103	20	62	37	27	23	23	50	26	43	32	27	19	15	20	64	27	31	40
FBgn0001108	FBgn0001108	DCTN1-p150	15	15	21	11	7	18	29	13	17	9	15	33	12	11	10	24	16	25	27	11	9	18	19	19	20	30	35
FBgn0001112	FBgn0001112	Gld	3	5	9	9	15	6	1	4	1	4	4	7	9	10	10	1	3	4	5	11	8	10	38	14	12	4	15
FBgn0001120	FBgn0001120	gnu	26	18	68	0	0	74	181	0	123	1	29	129	0	1	0	185	39	147	73	0	0	10	0	0	0	51	18
FBgn0001122	FBgn0001122	Galphao	12	11	11	4	14	18	31	5	60	5	44	12	9	5	8	28	15	25	14	8	3	5	7	10	3	7	6
FBgn0001123	FBgn0001123	Galphas	10	9	18	25	46	18	7	14	11	12	14	8	35	26	27	9	6	10	12	33	30	9	16	37	23	14	10
FBgn0001124	FBgn0001124	Got1	22	16	93	169	110	100	60	61	37	38	39	80	152	166	212	55	18	55	93	188	202	93	277	107	335	178	204
FBgn0001125	FBgn0001125	Got2	64	39	241	341	148	216	143	128	67	89	66	238	266	293	274	183	55	134	209	276	312	122	366	123	474	261	320
FBgn0001128	FBgn0001128	Gpdh	27	20	95	79	52	89	50	49	50	30	56	69	169	115	55	50	25	78	65	80	78	54	609	24	148	504	114
FBgn0001133	FBgn0001133	grau	35	26	23	18	11	21	39	37	21	22	23	36	12	15	13	33	32	34	33	12	15	16	14	16	15	21	22
FBgn0001134	FBgn0001134	Grd	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0
FBgn0001137	FBgn0001137	grk	19	10	11	8	11	17	24	18	18	15	25	18	9	10	8	24	17	22	25	11	9	12	16	5	4	17	25
FBgn0001138	FBgn0001138	grn	2	2	2	6	4	2	1	3	0	3	1	0	4	3	4	0	1	0	1	4	3	3	1	6	4	1	2
FBgn0001139	FBgn0001139	gro	22	14	26	13	12	26	48	16	41	10	14	52	13	12	10	43	19	38	40	11	10	14	12	21	11	25	36
FBgn0001142	FBgn0001142	Gs1	123	117	73	82	246	78	88	58	60	55	47	111	130	80	92	83	84	78	74	65	62	60	103	414	200	124	119
FBgn0001145	FBgn0001145	Gs2	75	71	90	74	167	76	43	57	101	53	193	70	117	108	60	64	62	127	132	93	110	118	491	151	74	256	337
FBgn0001147	FBgn0001147	gsb-n	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	1	0	0	1
FBgn0001148	FBgn0001148	gsb	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0
FBgn0001149	FBgn0001149	GstD1	127	80	474	896	425	501	417	201	84	202	78	426	924	764	1201	313	119	133	646	675	1195	150	468	447	666	338	319
FBgn0001150	FBgn0001150	gt	1	0	1	0	0	1	1	0	0	2	0	1	0	0	0	0	0	1	1	0	0	3	0	0	0	0	1
FBgn0001168	FBgn0001168	h	19	15	32	35	49	39	51	30	39	18	51	34	43	32	42	36	13	27	63	37	33	17	18	17	16	19	45
FBgn0001169	FBgn0001169	H	30	17	19	4	3	29	53	11	33	7	17	41	3	4	4	46	31	34	25	3	4	4	2	4	1	4	8
FBgn0001174	FBgn0001174	halo	0	1	1	0	0	0	4	0	5	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
FBgn0001179	FBgn0001179	hay	10	6	16	8	12	14	17	9	14	8	6	23	11	9	10	19	8	17	21	11	10	12	8	16	11	15	12
FBgn0001180	FBgn0001180	hb	14	12	19	0	0	25	45	0	16	0	6	46	0	0	0	35	15	24	21	0	0	9	2	1	0	9	14
FBgn0001186	FBgn0001186	Hex-A	48	34	45	22	28	64	117	44	215	37	146	58	43	28	50	95	54	83	80	30	27	27	65	14	28	53	64
FBgn0001187	FBgn0001187	Hex-C	8	6	8	1	1	9	14	0	18	1	19	17	2	4	2	29	9	31	27	3	3	52	151	2	37	89	91
FBgn0001189	FBgn0001189	hfw	21	18	17	18	20	21	25	18	14	14	21	23	19	20	26	26	21	24	26	17	15	14	15	24	14	16	28
FBgn0001197	FBgn0001197	His2Av	126	90	192	91	106	179	289	75	172	55	78	356	63	93	55	279	124	221	219	80	87	56	22	121	56	147	119
FBgn0001202	FBgn0001202	hook	6	6	9	7	10	11	16	5	12	7	10	15	9	6	7	15	5	17	12	8	5	12	13	19	13	21	16
FBgn0001208	FBgn0001208	Hn	2	3	11	22	35	20	11	2	9	2	19	19	46	20	73	24	4	12	13	38	24	36	76	35	72	56	76
FBgn0001215	FBgn0001215	Hrb98DE	113	90	114	45	55	107	172	87	166	65	127	168	28	58	26	146	121	142	152	50	41	20	29	46	32	51	30
FBgn0001216	FBgn0001216	Hsc70-1	13	14	16	0	0	12	28	0	47	1	53	24	1	1	1	20	15	41	37	1	1	20	94	6	0	39	27
FBgn0001217	FBgn0001217	Hsc70-2	8	7	10	2	3	8	18	2	16	1	28	24	2	2	3	8	8	29	33	2	2	13	43	19	3	2	9
FBgn0001218	FBgn0001218	Hsc70-3	837	729	670	456	371	712	1267	1290	532	1026	441	813	349	462	209	533	619	439	351	503	402	107	309	363	299	314	257
FBgn0001220	FBgn0001220	Hsc70-5	52	41	121	50	32	90	104	42	57	36	60	130	48	60	35	70	46	85	146	54	75	80	145	71	126	124	158
FBgn0001222	FBgn0001222	Hsf	13	6	26	7	11	22	43	3	24	4	9	49	9	8	7	33	12	30	27	9	5	23	22	55	23	51	41
FBgn0001223	FBgn0001223	Hsp22	41	13	635	11	26	57	205	44	84	24	32	565	22	16	19	24	22	11	172	14	48	52	325	96	23	231	166
FBgn0001224	FBgn0001224	Hsp23	627	573	2604	99	949	79	123	395	90	249	105	1965	48	96	38	11	435	6	94	106	82	12	326	3143	171	243	14
FBgn0001225	FBgn0001225	Hsp26	224	131	3792	58	457	442	841	501	354	173	107	3638	113	107	54	449	200	354	487	59	145	130	795	1217	159	1304	362
FBgn0001226	FBgn0001226	Hsp27	1080	818	2689	127	846	500	1258	1795	2537	913	664	1762	59	109	56	870	1450	600	312	98	54	12	31	163	14	57	22
FBgn0001227	FBgn0001227	Hsp67Ba	34	36	16	8	26	3	3	21	5	24	6	16	4	7	4	1	19	3	2	5	7	7	6	155	4	3	2
FBgn0001228	FBgn0001228	Hsp67Bb	37	12	573	10	24	52	185	39	78	22	30	510	20	15	18	22	20	12	157	13	43	48	295	88	21	208	150
FBgn0001229	FBgn0001229	Hsp67Bc	53	48	48	10	55	7	25	7	5	20	4	49	7	5	7	0	17	2	2	9	2	4	16	184	10	8	1
FBgn0001230	FBgn0001230	Hsp68	87	28	2534	46	129	90	147	194	25	116	33	2732	43	82	70	47	45	10	113	58	77	14	595	118	57	434	13
FBgn0001233	FBgn0001233	Hsp83	2138	1631	3493	426	403	1195	2284	1735	2311	1658	1353	3478	303	639	215	1414	1788	1489	1356	481	483	500	1188	1194	1208	1779	1077
FBgn0001235	FBgn0001235	hth	5	5	5	5	15	6	7	6	33	9	24	3	8	5	9	8	5	8	5	5	3	3	3	8	2	2	3
FBgn0001247	FBgn0001247	Ide	8	8	17	12	17	18	23	7	13	9	13	22	16	16	19	17	7	22	28	16	12	15	21	19	25	24	26
FBgn0001248	FBgn0001248	Idh	83	64	273	281	216	273	154	143	88	109	112	234	389	334	347	162	79	193	292	314	378	199	580	291	745	379	443
FBgn0001250	FBgn0001250	if	4	3	12	12	8	13	6	9	6	8	10	7	15	14	12	5	4	10	12	12	15	12	37	15	23	24	28
FBgn0001253	FBgn0001253	ImpE1	45	51	1	2	10	2	1	7	6	18	10	1	1	2	1	2	31	1	3	1	1	4	1	26	2	0	0
FBgn0001255	FBgn0001255	ImpE3	3	3	1	2	18	1	0	3	0	1	0	2	1	2	1	0	1	0	1	4	2	5	1	27	3	2	2
FBgn0001256	FBgn0001256	ImpL1	14	19	0	0	2	6	13	1	10	5	24	5	1	0	1	14	12	5	12	1	0	6	1	495	36	0	1
FBgn0001257	FBgn0001257	ImpL2	36	34	45	36	48	72	156	24	44	43	62	94	25	35	34	61	27	71	141	39	37	13	5	10	3	4	14
FBgn0001258	FBgn0001258	ImpL3	11	8	176	315	202	191	41	252	26	193	18	24	290	393	242	11	16	7	171	274	469	28	48	29	168	31	35
FBgn0001259	FBgn0001259	in	0	0	1	1	1	1	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	6	3	9	2	2	2
FBgn0001269	FBgn0001269	inv	1	1	1	1	1	1	0	2	0	1	1	0	1	1	1	0	0	1	1	1	1	3	2	5	1	0	1
FBgn0001276	FBgn0001276	ix	11	8	7	6	9	11	18	10	13	2	10	17	5	5	6	17	7	11	10	7	5	7	6	13	4	10	9
FBgn0001280	FBgn0001280	janA	32	19	85	68	104	89	115	30	101	28	66	97	84	54	63	117	41	112	98	80	53	16	30	48	31	31	16
FBgn0001281	FBgn0001281	janB	5	6	18	1	18	24	62	1	101	3	137	33	3	2	6	19	11	62	58	4	3	5	32	20	1	0	3
FBgn0001285	FBgn0001285	Jon44E	30	40	399	687	285	309	0	234	7	191	13	12	508	914	873	4	34	13	3	878	1141	10	12	1	70	22	5
FBgn0001291	FBgn0001291	Jra	41	34	37	27	34	43	72	48	33	40	33	58	40	36	32	50	34	38	44	34	40	25	42	44	56	52	45
FBgn0001296	FBgn0001296	kar	13	9	11	5	8	6	9	4	8	3	14	13	4	5	17	12	8	20	24	7	11	15	17	15	2	30	34
FBgn0001297	FBgn0001297	kay	18	17	23	14	14	28	64	19	79	17	59	36	22	16	19	32	17	30	36	15	17	22	29	12	18	29	57
FBgn0001301	FBgn0001301	kel	10	10	8	6	8	11	15	7	11	4	9	16	8	7	10	15	9	11	12	6	4	10	11	19	12	10	13
FBgn0001308	FBgn0001308	Khc	40	32	43	27	17	48	62	34	37	26	28	73	26	30	17	55	34	50	55	23	27	31	38	54	65	65	59
FBgn0001311	FBgn0001311	kkv	3	2	9	16	13	12	1	11	2	7	2	1	23	16	25	0	2	1	2	11	16	6	14	73	25	9	1
FBgn0001316	FBgn0001316	klar	14	12	19	6	4	14	23	7	12	6	10	31	6	5	7	20	11	22	30	4	5	12	13	25	11	20	23
FBgn0001319	FBgn0001319	kn	1	1	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	2	1	1	0	0	1
FBgn0001320	FBgn0001320	kni	2	1	2	2	1	1	3	2	2	1	2	2	1	2	1	2	1	2	2	1	1	4	2	4	0	2	3
FBgn0001321	FBgn0001321	knk	1	1	3	5	11	4	1	2	1	3	1	1	6	5	6	1	1	1	1	8	2	4	5	38	11	4	1
FBgn0001323	FBgn0001323	knrl	1	1	1	0	1	1	1	1	3	1	3	1	1	0	1	1	1	2	1	1	1	3	1	2	1	1	2
FBgn0001324	FBgn0001324	kto	7	6	5	2	1	5	7	3	3	3	4	9	2	2	2	6	6	6	8	1	2	8	5	9	3	5	10
FBgn0001325	FBgn0001325	Kr	0	0	2	3	4	1	0	1	0	2	0	0	0	2	3	0	0	0	0	4	3	2	0	1	2	0	0
FBgn0001330	FBgn0001330	kz	3	2	6	1	1	6	8	3	6	1	4	10	0	2	1	10	4	8	8	2	2	5	1	2	2	5	5
FBgn0001341	FBgn0001341	l(1)1Bi	5	5	11	4	3	10	13	3	8	2	6	15	2	5	2	11	5	10	13	6	5	7	3	5	7	14	9
FBgn0001404	FBgn0001404	egh	22	16	23	14	20	36	68	19	108	16	65	34	18	16	14	51	27	43	32	20	13	12	13	20	29	22	24
FBgn0001491	FBgn0001491	l(1)10Bb	18	18	38	51	55	53	59	10	38	19	33	62	32	38	25	54	22	56	45	43	32	8	11	26	14	21	9
FBgn0001565	FBgn0001565	Hlc	14	12	27	11	22	33	42	7	19	6	19	62	21	14	29	43	12	43	58	17	17	43	40	33	46	84	94
FBgn0001612	FBgn0001612	Grip91	6	4	8	1	4	7	15	3	8	1	5	17	2	2	2	12	5	12	11	2	1	8	4	7	3	10	9
FBgn0001624	FBgn0001624	dlg1	15	12	12	5	6	16	24	11	33	13	25	14	7	7	7	19	18	19	15	6	4	12	17	11	10	15	27
FBgn0001942	FBgn0001942	eIF-4a	232	179	446	355	393	473	541	314	526	245	507	411	438	323	415	630	260	565	433	439	430	497	647	1227	1189	926	1187
FBgn0001961	FBgn0001961	Arpc1	71	50	70	117	67	73	50	137	22	96	32	63	109	104	96	55	44	47	67	130	162	36	43	63	136	51	84
FBgn0001965	FBgn0001965	Sos	14	11	14	4	3	15	27	8	18	6	11	28	3	4	4	24	13	19	21	3	5	11	7	8	3	8	17
FBgn0001967	FBgn0001967	NimC3	5	4	1	1	2	1	0	0	1	3	1	0	1	0	0	0	4	0	0	0	0	6	2	207	2	1	0
FBgn0001970	FBgn0001970	Pgant35A	5	6	7	6	3	5	12	1	3	1	1	14	3	3	2	9	5	8	10	3	3	11	8	19	7	16	17
FBgn0001977	FBgn0001977	CIAPIN1	26	28	35	35	79	34	41	31	32	24	26	39	31	30	29	40	23	29	54	31	39	14	20	38	22	21	18
FBgn0001978	FBgn0001978	stc	15	12	23	10	4	25	49	10	31	7	17	43	6	8	7	35	17	34	38	9	10	15	14	14	15	24	38
FBgn0001981	FBgn0001981	esg	4	3	2	3	10	3	3	4	1	2	5	2	4	4	6	2	1	2	2	6	2	4	1	7	1	1	2
FBgn0001983	FBgn0001983	wor	1	2	0	0	1	0	0	3	0	1	0	0	1	1	1	0	1	0	0	1	0	6	0	1	1	0	0
FBgn0001986	FBgn0001986	l(2)35Df	5	3	8	4	2	6	11	1	5	2	2	17	2	3	2	8	5	10	13	4	5	13	8	10	7	16	22
FBgn0001987	FBgn0001987	Gli	7	7	7	9	10	9	11	6	6	9	11	8	14	10	11	5	7	6	12	9	9	11	15	42	30	17	21
FBgn0001989	FBgn0001989	ND-B17	21	17	64	101	53	52	32	32	15	27	17	52	86	88	79	36	15	58	61	92	158	39	203	57	108	162	72
FBgn0001990	FBgn0001990	wek	7	4	10	4	6	10	17	4	8	5	6	17	5	4	5	18	6	16	11	6	3	8	5	8	6	13	10
FBgn0001991	FBgn0001991	Ca-alpha1D	4	3	3	1	1	3	5	2	5	2	9	5	1	1	1	3	4	4	8	1	1	5	9	2	2	5	7
FBgn0001992	FBgn0001992	Cyp303a1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	19	0	0	0
FBgn0001994	FBgn0001994	crp	23	17	19	7	8	20	36	13	45	8	24	34	8	7	9	34	22	25	31	6	4	14	7	18	8	14	24
FBgn0001995	FBgn0001995	mRpL4	14	9	23	26	15	19	21	22	4	11	8	34	21	29	16	18	8	22	31	23	33	18	23	27	43	38	26
FBgn0002021	FBgn0002021	l(2)37Bb	3	2	9	13	11	8	9	5	2	4	4	14	14	8	10	9	2	9	11	17	16	9	13	13	26	17	16
FBgn0002022	FBgn0002022	Catsup	25	26	29	43	32	29	17	37	14	23	20	23	34	32	28	18	29	23	20	31	30	34	54	105	95	49	65
FBgn0002023	FBgn0002023	Lim3	2	1	1	2	1	2	1	1	1	2	2	1	2	1	2	1	1	2	2	2	2	5	3	3	2	1	2
FBgn0002031	FBgn0002031	l(2)37Cc	19	18	49	43	30	48	47	17	21	19	12	74	35	40	29	46	20	47	71	41	74	33	41	42	56	62	71
FBgn0002036	FBgn0002036	CG10561	6	3	8	5	4	6	12	1	7	1	13	18	5	4	4	10	4	19	23	6	6	21	53	17	7	19	37
FBgn0002044	FBgn0002044	swm	19	13	31	10	6	29	46	11	27	6	14	49	9	9	8	38	20	35	33	9	12	14	14	17	9	19	33
FBgn0002069	FBgn0002069	Aats-asp	24	18	57	46	47	68	81	25	39	35	26	85	54	55	53	40	18	35	98	55	78	69	96	164	175	143	138
FBgn0002121	FBgn0002121	l(2)gl	4	2	12	8	17	16	23	3	25	3	13	18	23	9	19	19	5	17	13	16	5	14	15	30	53	30	23
FBgn0002174	FBgn0002174	l(2)tid	29	23	27	20	8	28	33	24	16	19	19	38	15	20	12	29	24	33	44	19	31	23	46	27	42	33	47
FBgn0002183	FBgn0002183	dre4	44	37	55	17	17	59	107	31	60	22	34	103	20	20	24	90	44	77	73	21	25	20	8	22	17	29	32
FBgn0002283	FBgn0002283	l(3)73Ah	17	13	22	9	9	17	26	8	10	6	9	34	6	5	5	22	13	22	21	7	8	17	10	19	12	29	25
FBgn0002284	FBgn0002284	Prosbeta6	73	51	106	107	157	91	86	57	21	48	30	169	82	111	102	92	49	94	181	98	125	89	192	205	143	190	190
FBgn0002354	FBgn0002354	l(3)87Df	4	4	10	10	12	5	9	5	2	6	3	17	14	10	9	9	2	7	19	15	19	12	23	19	18	21	20
FBgn0002413	FBgn0002413	dco	83	68	54	14	20	71	140	27	131	25	50	104	15	14	14	126	68	101	72	15	12	11	11	19	11	31	30
FBgn0002431	FBgn0002431	hyd	10	7	22	6	9	19	33	6	19	4	13	39	9	7	9	26	9	25	28	7	5	14	15	19	11	21	26
FBgn0002440	FBgn0002440	l(3)mbn	1	2	64	111	91	74	0	85	1	91	6	0	116	91	71	0	8	0	0	86	88	4	1	1	55	1	0
FBgn0002441	FBgn0002441	l(3)mbt	8	6	9	2	2	11	21	3	8	2	6	21	2	2	2	15	7	13	15	2	3	8	9	8	3	10	12
FBgn0002466	FBgn0002466	sti	8	7	13	5	5	15	30	4	18	5	5	30	4	5	5	20	8	18	16	5	3	7	1	12	4	10	8
FBgn0002521	FBgn0002521	pho	2	1	6	4	16	10	19	1	28	2	13	8	10	4	7	20	5	14	7	8	2	4	4	15	7	11	4
FBgn0002522	FBgn0002522	lab	1	0	1	1	1	1	1	1	1	4	1	0	1	1	2	1	1	1	0	1	2	5	1	1	1	0	1
FBgn0002525	FBgn0002525	Lam	61	48	57	30	36	68	106	53	136	35	52	80	28	27	22	92	57	81	54	31	24	21	12	76	20	32	50
FBgn0002526	FBgn0002526	LanA	9	9	17	14	15	21	4	18	5	16	8	6	15	17	17	4	7	8	14	14	15	11	20	78	46	24	17
FBgn0002531	FBgn0002531	Lcp1	2347	4077	2784	8983	11821	2092	0	6714	156	6222	477	6	3230	5372	4551	0	2498	1	2	4708	3763	15	0	3	200	0	0
FBgn0002533	FBgn0002533	Lcp2	1015	1807	5174	15828	12569	4452	0	7382	164	7797	460	11	6317	9490	5498	0	1631	1	4	8808	7996	10	0	1	200	0	0
FBgn0002534	FBgn0002534	Lcp3	43	55	5629	13627	9455	5253	0	6246	152	6049	376	13	9051	12160	5914	0	597	0	6	10396	13601	49	0	3	1150	0	1
FBgn0002535	FBgn0002535	Lcp4	1361	2097	13332	37832	33438	14151	1	18280	1032	23798	1865	32	30538	27451	17414	1	2821	1	13	26196	21204	88	1	64	3031	0	3
FBgn0002542	FBgn0002542	lds	10	5	15	3	4	16	35	4	13	2	6	38	3	3	4	30	9	24	20	4	3	11	4	14	7	30	16
FBgn0002543	FBgn0002543	robo2	6	5	2	3	3	3	2	3	1	4	2	2	3	2	2	1	5	2	4	2	3	6	3	25	2	2	5
FBgn0002552	FBgn0002552	lin	39	21	26	6	4	42	81	10	29	11	16	62	5	7	6	70	40	55	41	4	6	11	6	7	3	11	22
FBgn0002561	FBgn0002561	l(1)sc	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	5	0	1	0	0	0
FBgn0002562	FBgn0002562	Lsp1alpha	46	54	3761	6654	6838	3623	0	8512	155	6502	494	9	6506	7219	6947	0	707	0	4	5743	3864	35	33	485	3838	23	3
FBgn0002563	FBgn0002563	Lsp1beta	208	219	6528	11508	8064	7493	0	12409	140	10808	507	20	11048	13843	14262	2	870	1	6	10923	13456	61	64	865	3334	36	10
FBgn0002564	FBgn0002564	Lsp1gamma	49	49	4168	8024	8969	4786	1	3576	94	3205	197	11	9985	8653	11673	0	265	0	4	8875	6019	34	32	895	3651	26	3
FBgn0002565	FBgn0002565	Lsp2	4513	5546	2631	6714	7543	2504	3	5890	695	5175	1168	15	3820	5844	5060	10	3942	2	11	5103	3436	30	517	9306	2768	241	6
FBgn0002566	FBgn0002566	lt	1	1	4	3	10	5	6	1	7	1	5	4	8	3	8	7	2	7	5	6	2	5	6	11	7	8	5
FBgn0002567	FBgn0002567	Rab32	16	10	14	6	9	9	14	5	8	5	9	22	3	5	4	14	11	16	14	6	4	15	23	22	12	31	27
FBgn0002569	FBgn0002569	Mal-A2	3	2	10	21	8	16	5	9	4	6	17	7	24	15	21	11	3	13	52	30	25	17	42	5	77	34	17
FBgn0002570	FBgn0002570	Mal-A1	138	47	182	322	83	277	110	40	70	57	290	147	503	320	456	646	146	281	1895	408	230	290	643	2	702	289	479
FBgn0002571	FBgn0002571	Mal-A3	4	3	51	111	5	62	4	20	1	17	9	6	125	79	116	9	3	18	23	140	183	13	42	1	185	25	17
FBgn0002573	FBgn0002573	sens	1	1	4	5	4	3	0	11	1	12	2	1	4	5	5	0	1	1	1	4	4	4	1	2	1	0	1
FBgn0002576	FBgn0002576	lz	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	4	1	2	1	1	2
FBgn0002577	FBgn0002577	m	1	1	0	0	1	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	3	0	29	1	0	0
