Search Gene	Found FBGN	Found Gene	extended cold, 4-day adult	cold shock, 4-day adult	heat shock, 4-day adult	Cadmium 50 mM 6 hrs, larvae L3	Cadmium 50 mM 12 hrs, larvae L3	Cadmium 50 mM 48 hrs, 4-day adult	Cadmium 100 mM 48 hrs, 4-day adult	Copper 0.5 mM 12 hrs, larvae L3	Copper 15 mM 48 hrs, 4-day adult	Zinc 5 mM 12 hrs, larvae L3	Zinc 4.5 mM 48 hrs, 4-day adult	Ethanol 2.5% 3 hrs, larvae L3	Ethanol 5% 3 hrs, larvae L3	Ethanol 10% 3 hrs, larvae L3	Caffeine 1.5 mg/ml 4 hrs, larvae L3	Caffeine 2.5 mg/ml 48 hrs, 4-day adult	Caffeine 25 mg/ml 48 hrs, 4-day adult	Paraquat 5 mM 48 hrs, 4-day adult	Paraquat 10 mM 48 hrs, 4-day adult	Rotenone 2 µg 12 hrs, larvae L3	Rotenone 8 µg 12 hrs, larvae L3	Rotenone starved, 10-day adult	Sindbis virus, larval stage	Sindbis virus, pupal stage	Sindbis virus, 4-day adult male	Sindbis virus, 4-day adult female	Resveratrol 100uM, 10-day adult
FBgn0052201	FBgn0052201	CG32201	0	0	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1	1	0	0	2	4	0	0	0	1
FBgn0052202	FBgn0052202	CG32202	14	13	11	5	9	17	31	4	35	13	18	17	4	5	3	34	14	19	12	5	4	4	2	4	2	5	2
FBgn0052203	FBgn0052203	Spn75F	1	2	5	0	0	0	0	0	0	0	9	6	0	0	0	0	1	8	7	0	0	4	28	0	0	0	3
FBgn0052204	FBgn0052204	CG32204	3	3	1	0	1	0	1	0	1	2	2	1	0	0	1	1	3	2	1	0	0	5	2	2	0	1	2
FBgn0052206	FBgn0052206	CG32206	1	1	0	0	0	0	1	0	1	0	3	1	0	0	0	1	1	1	1	0	0	4	3	2	0	1	2
FBgn0052219	FBgn0052219	CG32219	0	0	1	1	2	1	3	1	3	0	3	1	1	0	2	0	1	4	2	0	0	1	3	4	1	0	0
FBgn0052220	FBgn0052220	Csas	3	4	2	1	2	2	1	8	3	3	15	1	2	1	2	2	5	11	3	2	1	3	4	1	1	2	1
FBgn0052221	FBgn0052221	CG32221	2	2	6	5	6	6	5	4	1	3	3	7	5	5	6	6	3	6	8	7	4	10	17	14	11	17	16
FBgn0052225	FBgn0052225	CG32225	4	3	1	1	2	2	3	0	2	1	2	4	0	1	1	2	2	3	6	2	1	12	21	2	2	10	13
FBgn0052226	FBgn0052226	Pex23	5	3	6	2	2	6	11	2	4	2	3	13	2	3	2	7	3	7	11	2	2	9	6	6	5	9	11
FBgn0052227	FBgn0052227	gogo	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	5	1	4	1	1	1
FBgn0052228	FBgn0052228	CG32228	0	0	0	0	1	0	1	0	3	0	2	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0
FBgn0052232	FBgn0052232	CG32232	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0	0	2	1	1	0	0	0
FBgn0052237	FBgn0052237	CG32237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	6	0	0
FBgn0052238	FBgn0052238	CG32238	1	1	2	1	3	2	3	0	3	1	7	4	1	1	1	2	1	6	7	1	1	6	13	10	1	0	2
FBgn0052240	FBgn0052240	CG32240	2	6	6	2	4	6	7	2	16	0	20	10	1	3	1	8	4	19	18	2	1	9	57	31	2	0	6
FBgn0052243	FBgn0052243	CG32243	3	3	5	5	16	9	15	0	13	2	8	8	9	4	6	9	4	12	7	11	2	3	4	29	5	6	3
FBgn0052246	FBgn0052246	CG32246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0
FBgn0052250	FBgn0052250	PMP34	8	4	20	38	14	21	21	8	8	5	9	31	13	13	13	18	9	22	24	26	30	17	35	26	34	30	36
FBgn0052251	FBgn0052251	Claspin	23	14	23	3	4	35	81	7	89	7	19	40	3	3	2	60	30	42	25	4	2	2	0	1	1	3	1
FBgn0052255	FBgn0052255	Gr64f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	0	0
FBgn0052259	FBgn0052259	CG32259	0	0	2	6	11	3	2	0	1	4	6	1	8	3	8	2	0	3	2	7	2	2	4	7	3	0	0
FBgn0052260	FBgn0052260	CG32260	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	1	0	0	0
FBgn0052262	FBgn0052262	CG32262	3	3	9	9	5	7	10	2	4	2	7	17	6	7	3	9	2	13	24	4	7	17	59	26	16	16	16
FBgn0052263	FBgn0052263	CG32263	0	0	1	1	1	0	2	0	4	0	0	3	1	0	0	2	0	2	3	1	0	5	9	7	1	0	1
FBgn0052264	FBgn0052264	CG32264	15	13	11	6	5	13	18	11	16	10	15	18	6	7	7	16	11	14	18	5	7	12	14	14	7	13	23
FBgn0052269	FBgn0052269	CG32269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	1	4	0	0
FBgn0052270	FBgn0052270	CG32270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	1	4	0	0
FBgn0052271	FBgn0052271	CG32271	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	7	3	1	0	1	3
FBgn0052277	FBgn0052277	CG32277	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	3	3	0	0	8	0	1	0	29	8
FBgn0052278	FBgn0052278	CG32278	8	9	12	8	7	12	17	10	17	5	15	16	9	6	4	14	9	20	18	8	4	17	26	19	21	37	19
FBgn0052280	FBgn0052280	CG32280	25	19	18	21	44	20	10	8	5	19	15	12	41	36	33	9	14	9	31	39	18	15	50	27	18	32	29
FBgn0052281	FBgn0052281	CG32281	3	2	4	2	4	3	2	0	1	0	2	4	3	2	2	4	2	4	3	5	2	6	3	5	4	6	5
FBgn0052284	FBgn0052284	CG32284	2	7	109	196	160	144	2	26	1	23	18	2	447	242	268	1	3	2	4	462	197	10	2	1	123	4	9
FBgn0052296	FBgn0052296	Mrtf	10	8	9	3	2	11	16	5	11	6	8	16	4	3	4	14	10	10	13	3	3	8	8	6	3	7	11
FBgn0052298	FBgn0052298	CG32298	3	1	4	1	5	7	15	1	31	2	33	9	1	1	2	6	5	21	14	1	0	4	16	9	0	0	2
FBgn0052299	FBgn0052299	CG32299	2	1	4	1	5	7	14	1	30	2	32	9	1	1	2	6	5	20	14	1	0	4	16	9	0	0	2
FBgn0052301	FBgn0052301	CG32301	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	5	3	2	0	0	1
FBgn0052302	FBgn0052302	CG32302	153	188	196	569	431	218	2	115	15	241	38	3	686	440	652	0	100	1	4	799	705	22	2	20	1503	12	7
FBgn0052304	FBgn0052304	obst-I	1	0	5	14	13	7	0	10	0	2	0	0	29	19	25	0	1	0	0	28	18	5	0	1	55	0	0
FBgn0052305	FBgn0052305	CG32305	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	1	2	0	0	5	3	2	0	0	1
FBgn0052311	FBgn0052311	zormin	21	19	17	10	13	24	17	21	15	20	26	23	14	10	20	15	15	21	41	7	10	14	23	12	13	16	26
FBgn0052313	FBgn0052313	CG32313	0	0	3	1	2	3	3	0	3	0	5	4	1	0	1	2	0	4	4	1	0	3	15	13	1	0	2
FBgn0052319	FBgn0052319	CG32319	1	5	1	1	1	1	1	0	1	0	3	2	1	1	1	1	1	3	2	1	0	5	8	7	1	0	1
FBgn0052320	FBgn0052320	CG32320	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0
FBgn0052333	FBgn0052333	CG32333	1	1	1	1	1	1	2	0	1	1	2	1	1	1	1	1	1	1	2	1	1	5	2	2	1	1	3
FBgn0052343	FBgn0052343	Atac3	5	3	5	2	4	6	13	4	7	2	4	12	3	3	2	11	4	9	9	2	2	7	4	8	4	9	9
FBgn0052344	FBgn0052344	CG32344	9	9	19	7	5	20	29	7	15	4	13	29	5	7	5	28	13	26	25	9	10	11	4	6	10	20	16
FBgn0052350	FBgn0052350	Vps11	1	1	3	2	5	4	10	1	11	1	7	5	3	2	3	10	3	9	5	4	1	3	2	9	6	11	3
FBgn0052351	FBgn0052351	S-Lap2	26	22	54	16	27	40	74	7	40	10	95	122	10	14	15	31	22	115	200	17	15	55	441	178	14	2	69
FBgn0052354	FBgn0052354	CG32354	9	9	1	1	2	1	2	2	4	3	4	1	0	1	0	1	8	1	1	1	1	8	4	62	1	3	3
FBgn0052364	FBgn0052364	tut	0	0	2	1	2	2	5	0	2	0	0	4	1	1	0	1	0	3	4	1	2	4	2	3	1	5	2
FBgn0052365	FBgn0052365	CG32365	11	5	9	0	1	14	24	0	11	0	4	18	0	0	0	26	12	16	11	0	1	5	1	2	0	3	4
FBgn0052369	FBgn0052369	CG32369	4	4	4	5	4	7	8	5	6	4	9	5	5	3	7	4	4	4	6	5	4	10	12	13	11	9	20
FBgn0052371	FBgn0052371	CG32371	3	5	6	1	9	12	20	0	64	0	71	14	2	1	3	14	5	35	20	3	0	9	55	41	2	1	7
FBgn0052374	FBgn0052374	CG32374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
FBgn0052376	FBgn0052376	CG32376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
FBgn0052379	FBgn0052379	CG32379	0	0	4	8	3	4	0	3	1	0	0	0	8	5	4	0	1	1	1	11	5	3	2	1	18	3	1
FBgn0052380	FBgn0052380	SMSr	6	4	10	4	6	8	15	2	9	3	8	22	3	3	6	13	5	16	20	5	4	14	34	25	8	19	24
FBgn0052382	FBgn0052382	sphinx2	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	1	3	2	0	0	4	6	0	0	0	1
FBgn0052383	FBgn0052383	sphinx1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	1	0	0	3	3	0	0	0	0
FBgn0052391	FBgn0052391	CG32391	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	2	2	0	0	4	4	4	1	0	1
FBgn0052392	FBgn0052392	CG32392	2	1	2	2	2	2	3	1	1	1	4	5	1	1	2	1	2	5	8	1	1	7	23	15	2	1	6
FBgn0052396	FBgn0052396	CG32396	2	3	4	0	3	5	8	1	8	1	20	10	1	1	1	4	2	14	15	1	0	10	25	10	1	0	3
FBgn0052405	FBgn0052405	Cpr65Av	1	1	49	143	133	47	2	217	3	95	8	0	34	101	8	0	13	8	1	91	53	4	0	3	33	0	1
FBgn0052406	FBgn0052406	PVRAP	1	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	0	2	2	1	0	1	2
FBgn0052407	FBgn0052407	CG32407	3	2	13	24	11	13	6	5	7	9	11	6	28	16	32	3	1	9	7	65	33	5	11	11	27	8	5
FBgn0052409	FBgn0052409	CG32409	24	21	32	21	17	30	44	54	21	23	20	50	9	22	7	37	22	38	40	28	32	18	7	17	26	43	21
FBgn0052412	FBgn0052412	QC	9	7	23	10	9	21	42	1	8	4	4	71	8	8	6	45	10	37	38	12	10	29	36	55	25	71	73
FBgn0052413	FBgn0052413	CG32413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
FBgn0052418	FBgn0052418	vito	29	15	17	10	8	16	32	13	20	12	17	22	6	8	4	34	17	19	20	10	10	7	4	6	7	12	4
FBgn0052423	FBgn0052423	shep	32	29	20	10	32	27	48	17	91	21	61	20	16	12	14	43	33	32	22	13	6	5	7	12	10	10	10
FBgn0052425	FBgn0052425	CG32425	25	14	28	18	13	23	28	15	21	13	27	30	9	17	7	26	21	47	38	17	18	14	28	12	15	22	36
FBgn0052428	FBgn0052428	CG32428	6	5	12	7	14	11	18	4	15	3	8	16	11	8	10	19	6	12	17	9	5	13	13	15	13	29	25
FBgn0052432	FBgn0052432	CG32432	3	4	1	0	0	2	4	0	3	0	7	3	0	0	0	3	3	3	6	0	0	9	10	2	1	6	11
FBgn0052436	FBgn0052436	CG32436	12	8	12	2	4	12	23	2	26	3	40	25	2	1	3	10	10	33	43	1	2	9	34	10	1	0	7
FBgn0052437	FBgn0052437	CG32437	2	1	5	0	5	4	9	0	11	1	11	9	1	1	2	3	1	13	14	1	0	4	13	8	2	0	2
FBgn0052438	FBgn0052438	SMC5	3	2	7	2	6	10	21	1	24	2	7	13	3	2	3	16	5	14	9	3	1	5	4	9	3	9	7
FBgn0052441	FBgn0052441	CG32441	5	7	14	16	23	12	14	5	5	6	10	21	16	16	15	17	5	14	24	18	19	24	43	50	39	40	37
FBgn0052442	FBgn0052442	CG32442	0	0	2	2	4	2	3	2	1	0	4	4	5	1	3	3	1	3	2	3	3	5	4	8	4	9	4
FBgn0052445	FBgn0052445	CG32445	7	4	8	1	3	6	13	3	5	2	14	23	2	2	2	6	6	24	31	2	1	17	99	26	2	1	20
FBgn0052447	FBgn0052447	CG32447	1	1	0	1	3	1	0	2	0	2	0	0	0	1	1	0	1	0	0	1	1	5	1	18	1	0	0
FBgn0052450	FBgn0052450	CG32450	2	3	3	1	6	6	7	1	16	1	17	7	1	1	3	4	2	16	13	2	1	4	23	17	1	0	2
FBgn0052453	FBgn0052453	CG32453	0	0	0	0	0	4	12	0	0	0	0	0	0	0	0	10	1	61	1	0	0	2	0	0	0	0	1
FBgn0052457	FBgn0052457	CG32457	12	7	4	0	0	8	25	0	54	0	64	10	0	0	0	13	8	38	16	0	0	3	7	1	0	0	1
FBgn0052459	FBgn0052459	CG32459	9	8	9	4	9	11	15	20	35	4	52	13	2	2	4	7	8	25	26	2	1	4	16	12	1	0	2
FBgn0052462	FBgn0052462	CG32462	0	0	1	0	1	2	3	0	2	0	2	4	0	0	0	1	1	5	6	0	0	6	15	6	1	0	3
FBgn0052463	FBgn0052463	Tengl2	0	0	1	0	1	0	2	0	1	0	0	2	0	0	0	1	1	2	4	0	0	6	6	2	0	0	1
FBgn0052473	FBgn0052473	CG32473	23	20	57	51	23	65	53	45	37	26	30	56	62	62	42	51	25	54	67	52	71	32	42	26	155	66	70
FBgn0052475	FBgn0052475	mthl8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0052476	FBgn0052476	mthl14	2	1	4	6	14	5	4	1	3	2	8	2	13	6	13	3	1	3	5	12	5	4	5	9	17	5	4
FBgn0052483	FBgn0052483	CG32483	2	1	12	17	8	16	0	8	1	3	1	3	25	15	14	2	2	5	7	31	29	10	8	1	58	12	8
FBgn0052484	FBgn0052484	Sk2	8	3	11	12	8	11	14	3	3	5	4	20	6	9	7	12	5	12	16	8	12	11	14	24	15	19	26
FBgn0052485	FBgn0052485	CG32485	6	5	9	7	10	11	8	2	6	6	12	15	20	13	13	9	3	14	16	19	15	25	34	14	46	32	50
FBgn0052487	FBgn0052487	CG32487	0	0	1	0	1	1	1	0	2	0	1	2	0	0	0	1	0	2	2	1	0	4	4	6	0	0	1
FBgn0052488	FBgn0052488	CG32488	0	0	1	0	1	1	2	0	1	1	0	2	0	0	1	0	0	2	3	1	3	4	8	6	0	0	1
FBgn0052495	FBgn0052495	CG32495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0052499	FBgn0052499	Cda4	2	2	29	50	26	35	2	25	2	25	3	1	42	46	26	0	2	2	4	27	44	3	14	67	36	8	2
FBgn0052506	FBgn0052506	CG32506	2	2	1	1	3	1	2	0	2	0	2	2	1	0	1	1	1	1	2	2	1	4	3	1	0	2	3
FBgn0052512	FBgn0052512	CG32512	20	13	23	18	11	35	70	9	59	10	42	41	18	16	14	51	24	39	36	18	18	6	7	7	2	6	9
FBgn0052521	FBgn0052521	CG32521	20	15	25	25	24	32	44	20	81	19	101	26	33	25	33	46	24	44	35	30	31	15	24	10	13	17	37
FBgn0052523	FBgn0052523	CG32523	2	1	3	0	0	1	1	0	1	0	2	5	0	0	0	4	2	11	5	0	0	6	18	0	0	19	3
FBgn0052528	FBgn0052528	parvin	26	18	40	40	35	39	45	24	28	21	24	51	45	37	35	42	23	34	46	37	37	32	46	51	54	62	82
FBgn0052529	FBgn0052529	Hers	23	21	9	2	2	10	18	6	11	8	13	15	2	2	2	13	23	10	14	2	2	6	5	6	2	4	9
FBgn0052533	FBgn0052533	CG32533	3	2	3	3	1	3	3	2	1	1	1	6	2	2	2	3	2	3	4	2	2	6	5	6	6	10	14
FBgn0052536	FBgn0052536	CG32536	7	5	7	5	5	1	5	5	0	2	2	12	4	5	3	7	2	8	9	4	6	20	20	36	18	35	45
FBgn0052537	FBgn0052537	CG32537	7	5	6	3	2	5	9	5	2	5	4	11	2	2	2	8	4	7	9	2	3	13	9	10	5	13	22
FBgn0052544	FBgn0052544	CG32544	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2	0	0	6	9	4	0	4	8
FBgn0052547	FBgn0052547	CG32547	1	1	0	0	0	0	1	0	1	0	2	0	0	0	0	1	1	0	1	0	0	4	1	1	0	0	1
FBgn0052548	FBgn0052548	CG32548	6	5	7	3	3	7	13	5	12	4	14	14	2	1	3	4	5	17	21	2	2	11	47	20	4	0	13
FBgn0052549	FBgn0052549	CG32549	20	15	21	18	31	29	41	13	23	10	25	43	21	20	28	41	15	29	42	22	20	30	44	24	16	36	65
FBgn0052551	FBgn0052551	CG32551	0	1	1	0	0	0	1	0	0	0	1	2	0	0	0	6	1	2	6	0	0	4	4	0	0	1	1
FBgn0052554	FBgn0052554	CG32554	2	2	3	3	4	2	2	2	2	0	2	3	2	3	1	2	2	3	3	4	4	3	1	3	1	2	1
FBgn0052557	FBgn0052557	CG32557	7	9	5	6	2	6	2	12	1	10	2	3	5	8	8	2	7	5	8	5	10	16	11	2	55	10	28
FBgn0052563	FBgn0052563	CG32563	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0
FBgn0052564	FBgn0052564	CG32564	4	5	64	83	19	74	5	127	5	172	9	1	80	145	51	2	22	16	6	70	179	5	1	1	18	1	1
FBgn0052569	FBgn0052569	TwdlZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
FBgn0052570	FBgn0052570	TwdlY	0	0	0	0	0	2	3	0	3	0	2	0	0	0	0	3	0	6	7	0	1	7	0	1	63	0	8
FBgn0052571	FBgn0052571	TwdlX	0	0	32	74	11	34	0	32	0	28	1	0	40	58	22	0	3	0	1	41	82	5	0	1	103	0	1
FBgn0052572	FBgn0052572	CG32572	3	2	3	1	2	4	7	3	2	2	6	5	1	1	1	3	4	7	9	1	1	5	17	8	1	0	4
FBgn0052573	FBgn0052573	CG32573	7	4	2	2	8	1	3	4	1	4	2	5	1	1	1	4	4	7	3	1	1	15	23	23	3	19	37
FBgn0052574	FBgn0052574	Twdlalpha	3	1	7	6	3	10	3	3	5	4	8	4	13	10	13	2	3	7	6	7	21	5	10	8	59	0	2
FBgn0052576	FBgn0052576	CG32576	0	0	1	2	4	2	2	0	1	0	1	1	3	1	2	2	0	2	2	3	2	4	4	5	5	4	2
FBgn0052579	FBgn0052579	CG32579	4	3	8	4	5	7	12	3	8	2	5	17	6	4	5	11	5	11	12	5	3	10	7	21	14	18	13
FBgn0052581	FBgn0052581	CG32581	2	2	5	4	9	8	11	1	9	1	7	7	8	4	8	8	2	10	7	6	3	7	12	13	11	15	9
FBgn0052590	FBgn0052590	CG32590	0	0	2	1	4	3	4	0	6	2	2	4	2	1	2	4	2	4	3	1	0	3	2	8	3	6	2
FBgn0052591	FBgn0052591	CG32591	2	1	5	1	3	6	6	1	8	4	15	10	1	1	1	3	3	11	16	1	1	8	38	15	2	0	9
FBgn0052594	FBgn0052594	be	6	6	7	4	8	7	12	3	9	6	6	9	9	6	7	6	4	6	9	5	6	8	10	20	10	11	14
FBgn0052600	FBgn0052600	dpr8	3	3	1	0	0	1	2	1	3	1	3	1	0	0	0	1	2	2	2	0	0	2	1	1	0	1	1
FBgn0052626	FBgn0052626	AMPdeam	18	15	20	17	29	21	26	10	21	12	20	37	29	20	43	23	12	26	44	20	16	26	45	33	38	58	56
FBgn0052631	FBgn0052631	CG32631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	416	0	0	0
FBgn0052633	FBgn0052633	CG32633	11	11	49	101	36	45	2	58	3	56	8	8	68	81	29	2	12	8	8	89	109	15	44	61	263	63	23
FBgn0052638	FBgn0052638	CG32638	10	7	12	14	17	12	15	13	11	10	11	9	14	12	12	13	11	14	17	13	7	13	23	52	27	24	20
FBgn0052639	FBgn0052639	CG32639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	3	4	1	1	1
FBgn0052640	FBgn0052640	CG32640	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0052641	FBgn0052641	CG32641	0	0	0	0	1	1	1	1	3	0	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0
FBgn0052642	FBgn0052642	CG32642	62	64	57	0	0	0	0	0	4	1	8	39	0	0	0	0	46	8	0	0	0	3	0	0	0	12	1
FBgn0052643	FBgn0052643	CG32643	0	0	1	0	1	1	1	0	3	1	4	5	0	0	0	3	1	4	5	0	0	5	28	10	1	0	3
FBgn0052645	FBgn0052645	CG32645	2	2	4	2	1	1	1	1	0	1	2	3	2	1	2	1	1	2	3	1	1	4	2	9	3	2	2
FBgn0052649	FBgn0052649	CG32649	4	5	13	13	5	11	13	9	5	4	6	16	14	11	7	14	5	16	18	11	17	20	37	11	37	37	36
FBgn0052650	FBgn0052650	CG32650	4	2	2	2	1	2	3	0	1	1	6	5	0	0	0	2	2	5	7	1	1	8	8	6	1	0	2
FBgn0052654	FBgn0052654	Sec16	13	11	16	7	4	15	23	9	15	6	10	30	5	6	6	20	14	19	22	4	4	13	14	15	8	14	31
FBgn0052655	FBgn0052655	CG32655	2	1	5	2	7	10	16	1	34	1	44	11	2	1	4	10	3	24	19	3	2	2	9	5	0	0	1
FBgn0052668	FBgn0052668	CG32668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	0	1
FBgn0052669	FBgn0052669	CG32669	2	2	3	8	5	5	0	4	0	3	1	2	5	5	3	1	1	4	4	6	9	12	17	2	27	14	25
FBgn0052670	FBgn0052670	Rab9Fb	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	4	5	1	0	1
FBgn0052672	FBgn0052672	Atg8a	71	54	120	118	404	172	219	42	578	48	413	121	318	116	399	230	97	169	175	167	100	75	161	180	95	172	143
FBgn0052673	FBgn0052673	Rab9E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0
FBgn0052675	FBgn0052675	Tango5	13	13	12	6	9	12	18	6	26	7	17	18	7	7	8	21	10	15	20	7	7	9	10	8	7	11	16
FBgn0052676	FBgn0052676	CG32676	32	23	23	7	7	27	51	9	33	11	21	51	9	7	10	44	26	39	40	6	5	11	12	10	5	18	34
FBgn0052679	FBgn0052679	CG32679	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	53	0	0	0
FBgn0052681	FBgn0052681	CG32681	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	2	0	0	4	1	0	0	0	0
FBgn0052686	FBgn0052686	CG32686	2	3	2	1	1	2	4	1	6	2	6	5	1	0	1	2	2	5	7	0	1	5	12	4	1	0	3
FBgn0052687	FBgn0052687	CG32687	29	31	57	114	58	74	36	82	37	51	48	33	77	82	104	49	28	34	38	91	91	34	37	21	39	27	88
FBgn0052693	FBgn0052693	Gr9a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
FBgn0052694	FBgn0052694	CG32694	16	11	11	7	4	13	16	8	34	13	56	8	9	8	4	16	18	21	21	5	7	2	2	4	2	1	2
FBgn0052698	FBgn0052698	CG32698	6	5	2	5	8	3	1	20	2	13	4	1	4	4	6	1	5	2	1	3	3	2	2	7	2	1	1
FBgn0052699	FBgn0052699	LPCAT	33	24	22	11	26	39	73	18	123	20	74	33	14	11	14	76	34	42	32	17	10	9	10	11	10	23	18
FBgn0052702	FBgn0052702	Cubn	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	2	1	1	6	7	5	12	6	10
FBgn0052704	FBgn0052704	Ir8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	1
FBgn0052707	FBgn0052707	APC4	3	1	5	4	2	5	9	2	4	2	3	13	2	2	2	9	3	7	8	2	2	7	4	6	3	10	9
FBgn0052708	FBgn0052708	CG32708	4	2	6	7	6	6	5	4	4	1	1	9	3	3	3	8	2	8	8	8	5	7	4	14	7	10	5
FBgn0052712	FBgn0052712	CG32712	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	4	6	1	0	0	2
FBgn0052718	FBgn0052718	CG32718	0	0	0	0	3	1	1	0	2	0	2	1	0	1	1	1	0	1	2	1	0	2	3	6	1	0	0
FBgn0052720	FBgn0052720	CG32720	0	0	1	0	2	1	2	0	1	0	2	1	1	1	1	0	1	3	2	1	0	2	3	4	0	0	0
FBgn0052732	FBgn0052732	CG32732	4	4	11	7	4	12	14	4	8	3	6	20	7	6	5	16	4	14	16	6	7	11	6	8	9	23	22
FBgn0052750	FBgn0052750	CG32750	0	1	4	7	3	4	0	3	0	1	1	0	22	15	1	1	0	1	1	7	3	4	2	1	14	3	2
FBgn0052751	FBgn0052751	CG32751	1	0	2	3	5	2	2	2	0	3	1	2	8	5	2	0	0	0	1	2	2	3	0	0	4	1	0
FBgn0052755	FBgn0052755	CG32755	0	0	0	1	1	1	0	0	0	0	1	2	1	1	0	1	0	1	2	1	0	6	4	3	1	1	2
FBgn0052758	FBgn0052758	CG32758	11	8	9	4	9	8	15	9	22	5	11	14	3	3	4	14	12	13	12	4	2	7	9	26	7	13	14
FBgn0052762	FBgn0052762	CG32762	17113	21347	0	0	16	0	1	907	499	6705	1884	0	0	1	0	0	16729	0	0	0	0	4	0	341	1	0	0
FBgn0052772	FBgn0052772	CG32772	13	11	12	4	9	17	34	5	38	4	18	23	7	4	6	34	15	23	18	5	3	12	9	22	4	17	28
FBgn0052774	FBgn0052774	Muc4B	189	143	71	0	1	6	8	3	33	3	66	39	1	1	1	5	151	30	7	1	0	5	1	1	0	1	0
FBgn0052783	FBgn0052783	CG32783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0052786	FBgn0052786	CG32786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0052791	FBgn0052791	DIP-alpha	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	1	1	0	1	1
FBgn0052792	FBgn0052792	ppk8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
FBgn0052793	FBgn0052793	CG32793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	0	0
